@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RT @marywolmard: Part haze lah, banjir lah. Korang doa maha doa. Kalau Singapore nothing happen? Eh, club pe? Beach party pe? http://t.co/V…","0","0","0","142","25","0","0"
"Colorado wild fire now 44,000 acres and growing - respect for the fire fighters, thoughts with the homeless","7","1","0","107","18","0","1"
"RT @SeedyRoads: @Can_ada @SusanFelicity Did you see this? Interview: Saga of Momo the cat http://t.co/U5iuyJ3AMk #abflood","9","3","1","121","19","1","0"
"No se reportan daños de importancia tras fuerte sismo en #CostaRica el cual se confirma fue de 7.6 grados!","6","2","3","107","21","1","1"
"RT @INGVterremoti: #terremoto Ml:2.4 2012-09-05 00:46:47 UTC Lat=39.88 Lon=16.02 Prof=8.9Km Prov=POTENZA,COSENZA","7","2","0","112","25","1","0"
"History repeating itself? Source: Wikipedia the flood occurred on Sunday, 27 January 1974, during the Australia Day weekend. #TheBigWet","11","2","1","135","19","1","1"
"Calma ! calma ! que no panda el cunico,sirvió para que nos espabilaramos, el país se esta callendo en pedazos #terremotocr #temblorcr","8","4","2","135","22","2","1"
"RT @mmdeportesmx: Ya están #CostaRica y #México en la cancha","6","0","0","62","12","2","0"
"RT @jianghomeshi: Distance is arbitrary. Connection is the true state of being. #Bangladesh death toll is now 200+. Let's keep focus. This …","8","6","1","142","23","1","1"
"RT @RosanaFranco10: Correccion: El TRI a un dia de viajar a Costa Rica Y justo hay alerta d tsunami n el Pacífico tras terremoto en CR.. ...","11","2","0","141","27","0","1"
"#rescueph Babyshambles follows me personally. Omg. Will be this. I can not believe this, my dear fucking God. http://t.co/uN0lN8kc","5","6","2","130","22","1","0"
"[VIDEO] #FOI, #RHbill, #PabloPH and more: The most important stories only on the Rappler Newscast, December 3, 2012 http://t.co/B4X8sB2M","11","0","0","136","22","3","0"
"RT @QPSmedia Do NOT remove road closed signs. Even if the water has subsided, it still needs to be inspected for your safety. #bigwet","8","7","1","133","24","1","1"
"@lddio non è che potresti non far succedere più niente? Sai, ho una certa paura io qui da sola.. #Terremoto","4","6","2","109","19","1","1"
"RT @ANCALERTS: PAGASA 9pm advisory: YELLOW warning for Metro Manila. Moderate-heavy rains in next 3 hours. Floods possible.","9","1","0","123","19","0","1"
"RT @WolfbassDNivra: RT @SimplyNS: How you can help to reduce #SGHaze. #SimplyNS http://t.co/JLjNHPvFpx","8","3","1","102","16","2","1"
"Three Super Puma victims drowned: Three of the four victims of the Super Puma helicopter crash off Shetland in August drowned, BBC Sc...","12","2","0","136","23","0","0"
"【#USGS #alert】 M 2.2, Santa Monica Bay, California: September 12, 2012 22:37:45 GMT http://t.co/cwHgdIdC #earthquake #tsunami #prayfromjapan","16","0","0","144","23","4","0"
"RT @manuvegha: Forte scossa! #Bastiglia #Terremoto #Modena @gazzettamodena @enrico_grazioli","7","3","0","91","9","3","1"
"CLICK HERE&gt;&gt; http://t.co/vMHt3CRT Help The People &amp; Animals of Colorado @GeekNation. #Colorado","7","1","0","104","17","1","0"
"@miss_Nat238 «@dominic_q72 “@Pietros1: Sonic booms from #RussianMeteor showers-amazing ... http://t.co/ZKfU63pv","8","0","0","115","13","1","0"
"Compliance Manager Full Time with Great Salary and Benefits (Colorado Springs, CO) http://t.co/ypNx0tVE #job","12","0","0","108","17","1","0"
"RT @kevdo1984: Absolute ledge all round from my pal @FrankoBaresi86 for his efforts in town. #Clutha #Glasgow #TopBoy #Proud ???","9","1","0","137","19","4","1"
"RT @the_ironsheik: my balls bigger than #RussianMeteor %10000","5","0","0","61","8","1","0"
"VENEZUELA: Pdvsa confirma derrame en refinería Curazao: La estatal Petróleos de Venezuela co... http://t.co/DHDfVbJR #entornointeligente","8","2","0","138","20","1","0"
"pray for 'em :') “@thejimjams: At least 82 killed as 7.2-magnitude earthquake hits Philippines http://t.co/5xQMg9mrR8”","4","3","1","122","19","0","1"
"RT @jon_adamson: Sir @chrishoy can I have a RT to ban Katie Hopkins from our TV screens please #Clutha #Glasgow  http://t.co/w96DaFzQYk  Th…","15","4","1","142","25","2","0"
"RT @wikisismos: AHORA - #Sismo de M 5.1, 132km S of Masset, Canada http://t.co/r5Wva20j #jishin #quake","12","2","0","102","19","3","0"
"@Real_Liam_Payne I'm si excited to hear it #Colorado","2","2","2","52","9","1","0"
"RT @gnava72: AMIGOS HOY TENEMOS que ayudar a los hermanos que sufrieron el terremoto en GUATEMALA apolla a los centros de acopio en tu c ...","10","3","1","140","25","0","1"
"#Colorado The Fort Collins Art Museum, an art piece in and of itself. #YourFortCollins http://t.co/fQxA8ACS http://t.co/s0HQNv97","8","1","1","128","22","2","0"
"Impact of government shutdown on federal flood relief in Colorado unclear (http://t.co/CnGgvUPWBq)  #govshutdown #coloradoflood","8","0","0","127","17","2","1"
"RT @zishin3255: ■■緊急地震速報(最終報)■■ 福島県沖で地震　最大震度 2(推定) [詳細] 2012/09/11 20:12:07発生　M4.3 深さ10km #earthquake","0","0","0","169","13","1","0"
"RT @DuncanIdunno: Singing 'Skyfall so soon after the Russian meteor tragedy is insensitive as heck","5","2","0","98","15","0","1"
"#RussianMeteor Totally f'n mindblowing","1","2","0","38","5","1","0"
"Solo un numero 45500. #aiuti #terremoto","2","2","0","39","6","2","1"
"I feel bad about my recent $45 purchase at @JoeFresh after reading what happened in #Bangladesh.","4","3","1","96","16","1","1"
"Colorado's most destructive fire nears containment [http://t.co/OoPH3BCu] http://t.co/Z1amfqB7","5","1","0","94","15","0","1"
"Figure out this can be a laugh!!! http://t.co/50NmQ7z4  United Kingdom #meteorite","6","3","0","81","14","1","0"
"#bigwet Haha!! xd Truly Humorous ! http://t.co/mPHV3xLP","4","1","0","55","9","1","0"
"RT @Simon_C_Ward: Eagle St pier has gone under again. Restaurants inundated. @9NewsBrisbane #bigwet http://t.co/N0MLvSLN","9","3","0","120","17","1","1"
"#CostaRica esperemos que la saquemos ! Una forma diferente de ver el partido - en palmar norte","4","4","1","94","15","1","0"
"Now this is sooooo amazing  #bigwet QLD http://t.co/vFVgY56p","4","1","0","60","11","1","0"
"#breakingnews M 2.7, Nevada: September 14, 2012 22:38:00 GMT http://t.co/xky8zCKK #Earthquake #fb","6","1","0","97","18","3","0"
"Campus and community preparing for medical school | http://t.co/ypg51dNG | Colorado Springs | Pueblo |: http://t.co/ZJYduzcM","11","1","0","124","18","0","0"
"Thank you!!! :( President Obama on Typhoon Haiyan: http://t.co/M1IMMFswi7 via @youtube","6","1","1","86","13","0","1"
"Watch live:  Colorado Wildfire Aerials http://t.co/DwR1UnqW","5","1","0","59","9","0","1"
"Les conté q soy abuela de 9 hamsters q nacieron en medio #terremotoCR","3","2","2","70","13","1","1"
"After conquering those 21 rapids, zip lineS nman and THE drop. May problema ksi ko sa pag ibig. HAHAHA #CDO #Bukidnon","0","0","0","117","21","2","0"
"RT @DonyaAngelica: Facundo! Dakpin si #PabloPH , Dalhin sa China!","0","0","0","65","9","1","0"
"Beautiful morning in Sydney, sunshine and clear sky's - I hope this weather eases conditions for the fires across NSW.","8","2","1","118","20","0","1"
"@9NEWS: Incident command: NE &amp; SE corners, S flank of #HighParkFire are hot. East flank, which is closest to Ft Collins is calm","13","3","0","131","23","1","1"
"#pablo se nos ha venido abajooo :(","1","1","2","34","6","1","0"
"Tsunami warning caused by Costa Rica quake now canceled http://t.co/ee16Q4z8","6","2","0","76","13","0","1"
"grabeh ka naman .... #prayforher #prayforcebu #prayforbohol #prayforvisayas #prayforphilippines… http://t.co/dQ6iVkw56v","12","0","0","121","12","5","0"
"RT @CajaVacia_: Tranquilos, no se preocupen por el temblor... es Goku entrenando para su regreso en el 2013. #TemblorGT http://t.co/NwGGAs7E","8","3","1","140","23","1","1"
"15:58 Oct 21 NSW #Bushfire Emergency Warning: Springwood (Blue Mountains).  Details: http://t.co/uEc8okGkqM","9","1","0","107","16","1","1"
"RT @CBSDenver #HighParkFire continues to have multiple heads, or fronts firefighters are working. Some homes found not burned in fire area","9","6","0","138","21","1","1"
"RT @HarleyPlays: Not in LA but I'm all over this trend right now! #Earthquake OMG you feel that?! Crazy!!","7","2","2","105","20","1","0"
"RT @MediasetTgcom24: #Terremoto: in #Emilia un morto e 4 feriti gravi, in corso verifiche in tutta la zona: si temono altre vittime sott ...","9","2","2","140","23","2","1"
"RT @jimmurphymp: Terrible here in Glasgow Helicopter crashed into roof of pub","5","1","0","77","12","0","1"
"RT @in_focus: Powerful earthquake strikes the #Philippines - photos of the aftermath of Tuesday's magnitude 7.2 quake http://t.co/jneK1A89cZ","11","1","0","140","22","1","1"
"09-06 18:30 M:4.6 Prof:121Km - 3km NNW of Tilamuta, Indonesia http://t.co/17uZGWQv #terremoto","8","1","0","93","19","1","0"
"Video: Nightclub fire kills at least 232 people in #SantaMaria, Brazil http://t.co/UPhMHl3P Wud?!?!?!?! 232?????","8","1","0","112","17","1","1"
"#RussianMeteor  Only if intercourse was as good as this","2","1","0","55","9","1","1"
"Typhoon Bopha: Fears for Philippines missing - BBC News http://t.co/osw7pvKN","7","1","0","76","12","0","1"
"RT @johasolano: Cuando la tierra se mueve, Dios es nuestra roca.. #CostaRica #earthquake #TemblorCR","9","2","1","99","14","3","1"
"RT @newsbreak_ph: Mild quakes cause panic in typhoon-battered Davao Oriental http://t.co/PDqmKR0q #PabloPH","10","2","0","106","16","1","1"
"Strong tremor felt in Guatemala City, El Salvador: GUATEMALA CITY (Reuters) - A strong earthquake shook building... http://t.co/UMauuZrS","9","3","0","136","20","0","1"
"Really wish people would express concern for the Philippines without comparing #Haiyan to Katrina. Let's avoid Oppression Olympics, people.","8","6","1","139","20","1","1"
"RT @TamoaC: No hay renuncias... Solo aplausos #Amuay","5","0","0","52","8","1","0"
"RT @KenRoth: Would you pay 25 cents more so the people making your clothes in #Bangladesh could work safely? I would. http://t.co/PyLDizBJ4H","7","6","2","140","25","1","0"
"#linkaloo #newsUK Powerful Typhoon Haiyan Hits Philippines - Wall Street Journal http://t.co/SpgckGGVWK","11","0","0","103","14","2","1"
"Internet Failure #blamethehaze #sghaze #singapore #indonesia","9","0","0","60","6","4","0"
"RT @MarketWatch: Russian meteor christens G-20 meeting http://t.co/3lfeHiFP","7","0","0","75","12","0","1"
"#earthquake mb 5.1  TAIWAN REGION: Magnitude  mb 5.1Region  TAIWAN REGIONDate time  2012-09-04   20:00:17.0 UTCL... http://t.co/VwzB34fM","7","0","0","142","25","1","0"
"@Felipe_Pelaez venga a darse una vuelta por #Guatemala hermano...","4","1","0","65","9","1","0"
"RT @WilsonCloud: Live Video out of Mountain Shadows area on KKTV looks terrifying.  Firestorm brewing above homes. Fire moving. #COFire  ...","10","4","0","140","20","1","1"
"RT @RachelDecoste: What will @pmHarper wear for his Lac-Mégantic photo op. A soldier's jacket? A firefighter's jacket? An oil company's hea…","13","3","0","143","26","0","0"
"RT @HellouMarii: @Crisjimenez95: La puta madre &lt;/3 Demasiado fuerte #PrayForBrazil http://t.co/MoSF6WQL hija de puta ☹","9","2","0","123","18","1","0"
"RT @fishnette: Wonderland and Linden. #boulderflood http://t.co/sspr3DviQf","6","0","0","74","10","1","0"
"RT @PWSullivan: True fact: Russian meteor was first since one devastated an area of more than 2,000 sq. kilometers in Siberia in 1908. # ...","8","2","0","140","24","1","1"
"RT @B105Brisbane: BREAKING NEWS: A tornado has just hit Mooloolaba on the Sunshine Coast. More to come. #BigWet #QldFloods #Newsfeed","11","4","0","132","20","3","1"
"Solution to #Rohingyas lies within #Myanmar, says #Bangladesh FM - Arab News http://t.co/IgdrjUSb0K  #OpRohingya #OpMyanmar","13","2","0","123","17","5","0"
"Con todo respeto... pero ¿Qué tiene más prioridad para la presidenta? ¿Ir a revisar una iglesia colonial o un puente?  #temblorcr","6","2","1","133","22","1","0"
"@WesWelker Can you please help my friend wyl who lost his home and business in the Colorado floods http://t.co/TOxqnO2rNb Please spread.","9","4","1","136","24","0","1"
"Headline in today's paper: Russia funds humor in meteor. they even take meteors well.","8","1","1","85","15","0","1"
"U.N. Appeals for $301 Million for Typhoon Response in the Philippines: The appeal for emergency assistance came a day after the top U...","10","1","0","136","24","0","1"
"Bangladesh collapse: What cost cheap clothes?:        http://t.co/kBDCSAecRx","5","1","0","76","10","0","0"
"Lo + leído / Mapas | Esta es la zona de la explosión en #Amuay http://t.co/HyioSjOF","7","1","0","85","18","1","1"
"RT @Sabir59: Why Big Fashion Labels Shouldn’t Pull Out of #Bangladesh http://t.co/eNhlsFMgb8 via @TIMEWorld","9","2","0","109","18","1","0"
"Philippines earthquake: Major quake hits island of Bohol (+video) http://t.co/Y3bWrUpJV6 #News you can #Use","8","3","1","107","17","2","1"
"RT @RodriguezPancho: Mucha Fuerza para  #Guatemala #ElSalvador #México","9","0","0","71","9","3","0"
"RT @cnni: Scores of fierce bush fires are threatening areas near Sydney, Australia. Affected? Send pix but stay safe: http://t.co/mxn0AlN4Z5","8","5","0","140","23","0","1"
"Anybody know how to repair this kind of?  #bigwet http://t.co/8Anm5GFi","4","3","0","70","13","1","0"
"RT @OIenMadrid: Oxfam envía un grupo de expertos en ayuda humanitaria a las zonas más afectadas por el tifón #Haiyan en Filipinas http://t.…","11","1","0","145","27","1","0"
"UPDATE: After collapse, signs of life - Bangladesh rescuers extend the search for survivors of a collapsed buildin... http://t.co/K8GHVj0O6M","9","3","0","140","21","0","1"
"[BNN PH News] Struggling to reach Philippines earthquake survivors http://t.co/I5mL04wDO4","7","2","0","89","13","0","1"
"My chocolate is melting cause I have no power #bigwet","4","3","1","53","10","1","1"
"Meteor has got to be the coolest answer to the question How did you get that cool scar!? #RussianMeteor #EveryMeteorHasASilverLining","6","6","1","132","20","2","1"
"RT @dawn_com: Military called in as deadly floods batter Australia http://t.co/8NTphp0Y","7","1","0","87","14","0","1"
"RT @vicmadz: #CDO Mayor Emano declared NO CLASSES AT ALL LEVELS this aft (Dec. 3) &amp; whole day tom(Dec. 4) source: Magnum Radio (12:1 ...","16","1","0","140","26","1","0"
"RT @cnnbrk: At least 4 dead as #Bangladesh Islamists battle police in blasphemy law protests. http://t.co/H7IuPUy3WM","9","1","0","116","19","1","0"
"http://t.co/1QDFLCAK sex following a blunt is amongst the very best sex in the entire world  #Qldfloods","5","2","0","103","19","1","0"
"RT @GlobalGrind: BREAKING: Injuries from #meteor shower in Russia now nearing 1000 people!! http://t.co/nF5OCvg5","6","2","0","112","17","1","1"
"RT @cessyciar: Share these numbets. Help someone. #MaringPH @MMDA @dost_pagasa @chitomirandajr #TulunganTayo http://t.co/DfI8SLV188","10","2","0","131","16","2","1"
"RT @TD_Deportes: Cambio del Tri, sale Aquino y entra Ayala al 84', #CostaRica 0-2 #México :: http://t.co/1Es1Yosk","10","2","0","114","21","2","0"
"RT @michellemalkin: RT @johnhil10: @michellemalkin Blowing pretty strong here by #HighParkFire too praying for all..","6","2","0","116","15","1","0"
"Tell u what...that #Earthquake only lasted bout 2 seconds &amp; @Bobak9 had a faster reaction that #UsainBolt! Never seen a man move SO fast Lol","6","6","0","144","26","2","0"
"RT @sreemoytalukdar: Russian meteor shower causes blast; hundreds injured - http://t.co/e7I2FVec http://t.co/tHUUQoU2","7","3","0","117","17","0","1"
"My car air freshener is better than yours #helicopter #bigkid http://t.co/QWTLwABs8r","6","1","1","84","14","2","0"
"RT @ChandlerGalt: Why CIOs May Morph Into the Chief Digital Officer http://t.co/RtVdo8Nz H/T @TylerBParsons #CIO #CTO #CDO","15","1","0","122","21","3","0"
"RT @Alonzo_s: Así el equipo mexicano mostró solidaridad con Costa Rica, un día después del terremoto. http://t.co/UdzYkWyv","8","1","0","126","22","0","1"
"RT @zishin3255: ■■緊急地震速報(最終報)■■ 静岡県西部で地震　最大震度 3(推定) [詳細] 2012/09/09 3:38:30発生　M4.7 深さ30km #earthquake","0","0","0","171","13","1","0"
"RT @STVNews: A helicopter has crashed into the roof of the Clutha Bar is Stockwell Street in Glasgow http://t.co/0j2lszbBek","9","4","0","123","22","0","1"
"Photo: Mayati-an kos ka feeling older brother sakong little brother. Hahaha!! #pabloph #brotherlove http://t.co/uarrdnnQ","9","2","0","120","18","2","0"
"Massive flooding ahead for Queensland &amp; parts of The UK.","5","0","0","60","10","0","1"
"gente a boate kiss tem pagina no facebook @santamaria","5","1","1","53","9","0","0"
"3,035th White Farmer Shot Dead in South Africa in Front of Wife http://t.co/dqDX8G1CA3 via @WhiteResister #SA #SaveTheBoer #RedOctober","13","0","0","134","22","3","0"
"RT @prensa_libre: #BVoluntarios reportan incendio a inmediaciones del Hospital de #SanMarcos.","7","1","0","93","11","2","0"
"RT @SinEmbargoMX: La OEA envía sus condolencias a Guatemala por víctimas del terremoto http://t.co/ADiltif3","6","2","0","109","19","0","1"
"3.5 #quake in Beverly Hills, stronger than the one last week. http://t.co/CftE5nrt","6","1","0","82","16","1","0"
"Terremoto de magnitud 7,6 sacude Costa Rica  http://t.co/dGZ5i0G5","4","1","0","65","12","0","1"
"@EnricoLetta  @LUIGIPROIETTI5 @JongSecco  e allora per la #Sardegna  Ma cavolo siete buoni solo a politicazzare....!! Agite!!!","4","4","0","126","16","1","1"
"I remember strolling in ds place during summer vacations. Dis isn't my alma matter, but my cousin's.#PabloPH http://t.co/q65ZWIb5","8","3","1","129","24","0","0"
"RT @Memzers: If a building with 3000 workers in it would collapse in white western world, that would be 24/7 news. #Bangladesh cannot be fo…","8","6","1","142","26","1","1"
"@AffiliateDesire Poor Quality Footage of Costa Rican Earthquake - Sept 5th 2012 http://t.co/fqZodBMJ","8","0","0","100","15","0","1"
"Watdapakkkk! :/ Di ba too Exaggerated ang mga news karon. Makakulba ngets. Imbis na ma Calk -,- #Pablo","0","0","0","102","16","1","0"
"Forte terremoto atinge a Costa Rica e gera alerta de tsunami http://t.co/dWyp7cVG","6","1","0","81","15","0","1"
"RT @ABSCBNNews: Malaysia air force personnel load relief supplies into C130 for victims of #Haiyan, by @rasfan http://t.co/0PwVVh2rcf | via…","16","0","0","142","22","1","1"
"RT @fetcheves: URGENTE: Fuerte terremoto en Costa Rica. Alerta de Tsunami para Costa Rica, Barbados,México,Brasil,Guyana Francesa y Caribe","15","0","1","139","22","0","1"
"Annnnnd here comes the Russian Meteor parody accounts","4","1","0","53","8","0","0"
"MT “@monikarun: #highparkfire @ Taste of Fort Collins http://t.co/InUMas5e” crazy. Kinda glad I'm not going now. But will miss Mat Kearney","9","5","1","142","24","1","0"
"RT @jtapiagil: El edificio que se desplomó en #Bangladesh da la sensación de una estructura sin criterio. http://t.co/kUcpkaAgs4","7","2","2","130","22","1","0"
"?pray for the victims of the Colorado fires? It's getting bad out there ?","4","3","1","82","14","0","1"
"RT @welikechopin: Lo storify #gazebo su #sardegna #gazebo","0","0","0","57","8","3","0"
"RT @BBCBreaking: Fire in a clothes factory in #Bangladesh's capital Dhaka kills at least 7 people, police say: http://t.co/HhXwvGwu0f","9","4","0","133","23","1","1"
"#earthquake sige najud ug linug diri ui.. =.=","0","0","0","45","7","1","0"
"RT @SajjadMaruf: More evidence of propaganda used by #Islamist in #Bangladesh claiming they were killed during their campaign #Shahbag http…","6","5","1","142","20","3","0"
"RT @BUSINESSricardo: SBS NEWS 1030 || Stefan Armbruster in Bundaberg &amp; @Kathy_Novak in Brisbane on #bigwet latest | Arrests of Brazi ...","14","1","0","140","19","1","0"
"RT @jaredpolis: Well, at least we're not being over-run by Herpes infested monkeys #coloradoflood #boulderflood  http://t.co/Bu4a1KyOhm","8","3","1","135","21","2","0"
"EarthquakeCalifornia Earthquake in Costa Rica will not delay World Cup qualifier, says Mexican ... -... http://t.co/uv45lA0q #earthquake","8","3","0","136","18","1","1"
"Colorado LGBT Military Leads Gay Pride Parade http://t.co/JHFQA8jB #colorado","7","2","0","76","12","1","0"
"It isn't over just yet: http://t.co/dKdwavUJ #FNQ #BigWet","3","2","1","57","12","2","0"
"Con posible cuadro febril. RT @RonVenezolano: Me pregunto donde estará nuestro Presidente??? Será que Isaac no lo deja regresar ??? #Amuay","5","4","3","140","20","1","0"
"RT @gazzettamodena: #TERREMOTO #MODENA anche domani scuole chiuse nel capoluogo #MODENA","6","3","0","87","11","3","1"
"VIDEO - A world of contrasts. We freeze whilst Australia swelters &amp; is threatened by flash floods: http://t.co/JPSx1mLv #weather #geography","14","3","1","143","22","2","1"
"RT @SoSingaporean: Now take photo got auto filter, dun need use instagram already #sghaze #sosingaporean","9","4","1","104","15","2","0"
"RT @natashamitchell: Can donate to both #nswfires and #ABCSyriaAppeal via http://t.co/JH0YJztKH0 and http://t.co/u7AABR8I6H","4","3","0","123","19","2","1"
"!!!!! RT @jericteng16 PLEASE RT!! UST HOSPITAL'S GENERATOR ALREADY DIED!!! PLEASE SEND SOME RESCUERS! @RescuePH #RescuePH #ReliefPH","11","2","0","131","17","2","1"
"@Crazy_Bunnyz Here's another option! Order online at http://t.co/cGFiwERMh4  #foodpanda 10% discount by stating #PANDAHAZE #sghaze :)","9","3","0","133","19","3","0"
"RT @HuffPostItalia: #allertameteoSAR: Ancora allerta per temporali e venti di burrasca sulla #Sardegna http://t.co/SRLrOpMamb","6","4","0","125","17","2","1"
"España busca exportar su tren de alta velocidad http://t.co/3DpZkTxvJg","3","2","0","71","13","0","0"
"http://t.co/ytABCQ4w I dispise the woman's so much with this.  #bigwet #WLeagueGF","6","2","1","81","15","2","0"
"#Guatemala Italy: More than 350 African migrants intercepted off Italy http://t.co/XEp5LOWG #crisismanagement","7","1","0","109","15","2","0"
"Dhaka collapse toll passes 1,000: The death toll from Bangladesh's worst industrial accident passes 1,000, as ... http://t.co/6NpvwuLv1u","7","2","0","136","23","0","1"
"@tobeymonster Owner of collapsed building captured in Bangladesh: SAVAR, Bangladesh (AP) — The fugitive owner of an illegally constru...","9","2","0","138","18","0","1"
"Pero ang baho sa manila, lalo na nung paghupa nung baha -.-","0","0","0","59","11","0","0"
"RT @newscientist: New Scientist's favourite #RussianMeteor vids: http://t.co/GaJASHW3 http://t.co/RYCDGrDH http://t.co/UEViBmHy #метеорит","9","0","0","145","20","2","0"
"RT @MissFloee: La Mairesse de Lac-Mégantic est tout simplement extraordinaire ! Je l'adore ... #LacMegantic #RDI","5","1","2","113","17","2","0"
"RT @DaniIsdale: Thoughts with Blue Mountains communities and #NSWRFS crews as the weather turns this afternoon.","10","1","0","111","16","1","1"
"RT @RT_com: #Meteor dash cam: Amazing VIDEO of Russian meteorite ripping through skies http://t.co/AJoqyzZD #RussianMeteor #метеорит","10","2","0","140","18","3","0"
"RT @robypkp: HAHAHAHA. RT @FunnyPicsDepot: The real story behind the Russian Meteor  http://t.co/tNL7ORb4","8","0","0","105","16","0","1"
"Air Max 90 Hyperfuse#RedOctober http://t.co/5ExkbrlQ5w","4","0","0","54","9","0","0"
"Flooding kills one in Colorado -  BOULDER #county, Colo. — Severe flooding in Jamestown in Colorado’s Boulder... http://t.co/ecYNel4cUH","12","1","0","139","20","1","1"
"#Colorado braces for more heavy rain, devastating floods http://t.co/vy2io8d86Y","4","0","0","79","12","1","1"
"Death Toll Climbs Dramatically in Wake of 'Super Typhoon' Bopha https://t.co/Z3ryhR5G","7","1","0","85","14","0","1"
"Selling your Colorado Springs Colorado home? http://t.co/bui6YnzJ http://t.co/N1CKh6yV","3","2","0","86","14","0","0"
"In #Bangladesh, deadly protests by hardline Islamists raise questions about strength of secular government: http://t.co/fdesUhMM5S","7","1","0","130","18","1","0"
"Hottest day ever in Colorado springs #101 #itsonlyjune","5","0","0","54","8","2","0"
"#in Massive Floods Hit Queensland, New So. Wales; 4 Dead, Thousands Evacuated: Massive summer floods killed four... http://t.co/i34AfBaQ","11","2","0","136","21","1","1"
"RT @superariff97: Watched the #RussianMeteor ..it was scary ","3","2","1","63","8","1","1"
"MORE HEAVY RAINS AND FLOODS IN THE PHILIPPINES SO DIE NOW #PrayForThePhilippines #FloodPH PAKAIN KITA SA SHARK EH...","9","1","0","116","18","2","0"
"RT @radioyskl: Reporta La Red de Guatemala Fue afectada la ciudad de San Marcos por el fuerte sismo http://t.co/JjG43Zaj  http://t.co/l ...","10","1","0","139","26","0","1"
"RT @canadogreg: Video of the sonic booms from the meteor over Russia, notice the glass Via @justinhobson85 @AlysaSyversonWx http://t.co/ ...","10","1","0","140","21","0","1"
"@bendorries the other 2 3rds are probably looking for dry ground #QLDFLOODS # donate #toughtimes","4","4","0","96","14","3","1"
"RT @ausery: #gametime #redbirds #CardinalNation #RedOctober","7","0","0","59","6","4","0"
"RT @pdxscience: This is the only video I've seen of the #RussianMeteor that captures the sound and feeling of the airburst. http://t.co/ ...","8","4","1","140","25","1","1"
"RT @lechence: Je serai du spectacle bénéfice le 22 juillet à Lavaltrie !! #LacMegantic","6","1","1","89","14","1","0"
"#rescueph My oh my gosh.. are these claims a chick or even a dude? what a mess lol.. http://t.co/2YdF2WFC","6","2","0","105","22","1","0"
"RT @UltimaHoracom: Terremoto de 7.6 grados en Costa Rica, con alerta de tsunami en las costas de México, Panamá, Colombia y Ecuador.","11","1","0","134","24","0","1"
"@medicalanstee: Have a great night! Stay warm and dry #swedishhousemafia #sydney #bigwet","7","2","0","88","12","3","0"
"#hermosa#nostalgia#stars#fame#yolanda??? http://t.co/NyuzcnklmS","1","0","0","72","9","1","0"
"Forest fires in Colorado and New Mexico. :(","5","0","0","43","7","0","1"
"RT @nswfire: #NSWFIRES #EMERGENCY   #AUSTRALIAN TRAVELER   IF YOUR LIFE IS AT RISK FROM #NSWFIRE CALL TRIPLE ZERO (000 IMMEDIATELY","14","1","0","130","19","4","1"
"Baby you're the sweetest, thank you.  Fave month of the year tlgA. I love you! #keepsafe #habagat #chilling","5","5","4","107","19","3","0"
"RT @john_carlo20: JUST IN: Comelec unanimously voted for the postponement of Barangay Elections in the entire Province of #Bohol. @sunstaro…","8","1","0","142","20","1","0"
"Personalized Regular Mug http://t.co/m72sN08Lcb #love #flowers #gifts #freeshipping #philippines","6","3","0","96","12","5","0"
"RT @Feb28info: This parasite govt will perish Maulana Abu Syed  #Banglaspring #Bangladesh #Revolution","10","3","0","101","13","3","0"
"#Earthquake Magnitude  mb 4.7Region  OFFSHORE MAULE, CHILEDate time  2012-09-15   00:40:15.2 UTCLocation  34.65 ... http://t.co/LTd1cuxo","6","0","0","144","23","1","0"
"RT @OKCStormWatcher: Emergency flood alerts issued for towns in Queensland, Australia; residents urged to get to higher ground - @SBSNew ...","11","3","0","140","19","0","1"
"@ASOT600CA: Quienes iran a Steve Aoki y Emma hewitt? #guatemala ©/","7","1","1","68","10","1","0"
"RT @VithusanV: I wake up to find out that a meteor hits Russia. The fuck.","5","3","1","73","15","0","1"
"RT @jboygonzalessj: Pacquiao lost. Period. No meta meanings. Now our attention to #PabloPH.","8","1","0","91","13","1","0"
"Awful cracking sounds during the night ... two more trees down this morning #bigwet #qldflooding a bit brighter but wind still vicious","9","1","0","134","21","2","1"
"RT @Sebbouffard1983: Wtf une semaine après la tragédie de Lac-Mégantic y viens d'avoir un déraillement d'un train de passager en France... …","9","2","1","146","28","0","1"
"Everyone, be careful http://t.co/05OiHA3bLF #boulderflood","4","1","0","57","8","1","1"
"#International Meteorite falls in Russian Urals, 400 injured: A meteor streaked across the sky above Russia’s Ural... http://t.co/Ypuj39vy","9","3","0","140","22","1","1"
"Costa Rica Earthquake 2012: 7.9 Magnitude Quake Hits Costa Rica http://t.co/dtHKXF2v #jcagain","8","0","0","93","16","1","1"
"RT @acarvin: American network NBC publishes map showing the whole of Australia is on fire. Oops http://t.co/FPXgipFtsA","8","4","0","118","20","0","1"
"wn, en que minuto hubo terremoto en Costa Rica?? O__o","4","0","1","53","10","0","1"
