@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"terrible “@BBCBreaking: 1,000 people are now known to have died in the #Bangladesh clothes factory building collapse http://t.co/Td9m2bQIhO”","7","5","0","144","22","1","1"
"On @AJListeningPost we look at battle about blasphemy bubbling over in #Bangladesh | http://t.co/MJEzCzzvHD","5","2","1","107","16","1","0"
"RT @ActivistPost: Asteroid Day Arrives: Massive Meteor Strike Confirmed in Russia:  Activist Post  A large meteor was spotted blaz... ht ...","11","4","0","140","20","0","1"
"RT @YahooNews: Hundreds are evacuated as the wildfires in Colorado and New Mexico continue to spread: http://t.co/kE24RNiZ","7","4","0","122","20","0","1"
"'Rules are for fools, and money talks' so says very senior #Bangladesh engineer talking about RAJUK http://t.co/BlgRbH4GJI","8","3","0","122","20","1","0"
"Contrary to what Galen Weston thinks, there was nothing 'inevitable' about the #Bangladesh factory collapse http://t.co/aYlj7e6pNu #Loblaws","10","2","0","139","20","2","1"
"Asteroid Google Doodle withdrawn in wake of Russia meteor strike: Google has withdrawn a Google Doodle put up in... http://t.co/2rrop8IB","10","4","0","136","23","0","1"
"#RemaDigitalMedia Timeline: Fire in nightclub kills 232 in Brazil: (Reuters) - A fire killed at least... http://t.co/J8yB7XxR #YahooNews","9","2","0","136","20","2","1"
"so how about that meteor that struck Russia pretty neat huh","2","1","0","59","11","0","1"
"【PR】EarthQuakeLive  http://t.co/1gePHHZT  #Earthquake #quake #earth #地震 #WebSite #Web","9","0","0","93","11","6","0"
"#9021uh-0: Beverly Hills #earthquake gives a good shake to the #westside, eastern #SFV. http://t.co/G1Ga1v0T via @lanow","8","1","0","119","20","4","0"
"3 days and its just me, family and the joy of waking up to the mountains right outside my window. #Colorado #excited","6","1","1","116","22","2","0"
"Costa Rica Earthquake Magnitude 76 Tremor Sets Off Tsunami Warning Along Coastlines http://t.co/WKFAY9YJ  #news","12","1","0","111","17","1","1"
"RT @el5anto: Alerta de Tsunami, tras terremoto en Costa Rica, incluye México: (http://t.co/y9Xm8fCq) – Tras el fuerte sismo, se... http: ...","10","1","1","144","23","0","1"
"RT @BBCSanjoyM: 12 people killed in Cyclone #mahasen #bangladesh officials say.","7","3","0","79","11","2","0"
"u 0,5102 http://t.co/Io7x5U0D #RussianMeteor","0","0","0","44","8","1","0"
"After, at least 892 died at the Rana Plaza disaster, 8 more have died in a tragic fire in #Bangladesh. http://t.co/fFSdDzCqtG","6","3","0","125","24","1","1"
"51 km al S de Huasco http://t.co/kOOzRjLs #Terremoto #Temblor  #sismos #chile #sismo","10","1","0","84","15","5","1"
"Terremoto en Costa Rica? O temblorsito?","4","0","0","39","6","0","1"
"7.6-magnitude quake strikes off Costa Rica coast http://t.co/0n5DZmLZ #BreakingNews #CostaRica","8","1","0","94","15","2","1"
"3 more homes may have burned in Colorado wildfire http://t.co/fHsfRvox #aspen","6","3","0","77","14","1","1"
"45 mangsa runtuhan bangunan di Savar berjaya diselamatkan: SAVAR, Bangladesh 26 April - Pasukan penyelamat ber... http://t.co/HSppA5VoK8","0","0","0","136","19","0","0"
"RT @eitbcomNoticias: En busca y captura un empresario español dueño de una de las empresas que se alojaban en la fábrica de #Bangladesh htt…","9","1","3","145","27","1","0"
"RT @benshingler: Lac Megantic as seen from a police chopper http://t.co/Hnyzg3zasP via @sureteduquebec","8","1","0","102","16","0","1"
"RT @alfmorere: シンガポールヘイズ: PSI値はもちろんの事だが、PM2.5値も要注意！http://t.co/qbip8YknZ5 #singaporehaze #sghaze #haze #psi #pm2.5 #ヘイズ #シンガポール #singapore …","0","0","0","212","16","8","0"
"Labels of German retailer KIK also found in the rubble. KIK supply chain now counts close to 700 deaths in just 8 months. #Bangladesh.","11","2","0","134","24","1","1"
"RT @ClimateCentral: The largest fires in Australia in a decade have turned Sydney's skies orange: http://t.co/XTrtSOFIm5","7","2","0","120","20","0","1"
"flat skate sesh #skateboarding #skatelide #sky #sunset #Guatemala @guatephotos #xela . #life #weekend http://t.co/iJxhDSOT","17","2","0","122","16","8","0"
"#Internship Product Management Internship: DiversityWorking - Fort Collins, CO -  for an inter... http://t.co/c1IIdXq1 #Colorado #intern","12","0","0","136","17","3","0"
"Cakelat Daim duk Russia kn? Tgk dok meteor tadi? Haha cc @daemfuzail","0","0","0","68","12","0","0"
"RT @AndriaCheng: . @Abercrombie agrees to #Bangladesh safety accord, breaking from fellow U.S. retailers. http://t.co/wx2ypnZ4rX $ANF $WMT …","11","2","0","142","20","1","1"
"VIDEO: Anger after Dhaka factory collapse: Anger at the collapse of the Rana Plaza garment factory has trigger... http://t.co/oTEvKMduJ1","12","1","0","136","22","0","1"
"RT @denverpost: Firefighters hope to fully contain #HighParkFire, Colorado's costliest wildfire, on or about July 8: http://t.co/GFJsaNPF","8","2","0","137","21","1","1"
"RT @downtownboulder: Some help due 2 #FlagStaffFire: E.Boulder Rec cent., emergency op cent.: 303-413-7730, pet hosp.: 303-499-5335, @Hu ...","12","1","0","140","23","1","0"
"RT @elmundoes: Un terremoto de magnitud 7.9 sacude Costa Rica","7","1","0","61","11","0","1"
"No puedo creer lo que esta pasando!!  #prayforboston","1","2","1","52","8","1","0"
"AS/400 Technical Support - IBM iSeries, #West Midlands UK. Apply @JobGateway #ITJobs #AS/400 #Technical #Careers #Jobs","16","1","0","118","17","6","0"
"The @ChildrensPlace has blood on its hands in Bangladesh. Tell them to compensate Rana Plaza victims now: http://t.co/fEOCLJYczK via @USAS","8","4","1","138","23","0","1"
"RT @mattjinoz: @Linksastrology Here's a rundown: http://t.co/V4jsgCnNYa #NSWfires","7","1","0","81","12","1","0"
"RT @GMA: BREAKING: The search for survivors is on after a police helicopter crashes into a pub in Glasgow, Scotland.  The latest is coming …","10","4","0","142","24","0","1"
"Graças a Deus diminuiu o numero de mortes em #SantaMaria 231 agora, mas ainda é muito triste =/","8","2","0","97","17","1","1"
"RT @correoorinoco: Ministerio público realiza seminario sobre municipalización de la justicia en #Falcon http://t.co/M3fnXDAv #Zulia #Ve ...","12","1","0","142","21","3","0"
"RT @EFEnoticias: Suben a 922 los muertos en el derrumbe del complejo textil de #Bangladesh http://t.co/wM0CohrhjR","7","1","0","113","19","1","1"
"Östgöte som befinner sig nära eldhärjningarna i Colorado sökes för intervju i Folkbladet, Norrköping. RT uppskattas. #colorado","0","0","0","133","23","1","0"
"RT @antoniosgobba: «È materia delicata, quella dei ricordi». San Felice, le foto magiche per ricominciare  http://t.co/Rl2otlmT di Nicol ...","7","2","1","143","20","0","0"
"RT @juancarloschoy: Según peritos de pgr aseguran que lo ocurrido en rusia fue un gas metano proveniente de la luna #метеорит","7","1","0","134","21","1","1"
"Good morning! #Cebu #osl24 #trip #bus http://t.co/Fb90X9kFBx","9","0","0","60","10","4","0"
"http://t.co/RYOc8Y5N  #RussianMeteor Lol.  She got caught in the act!","3","2","1","69","12","1","0"
"RT @ABC7: #BREAKINGNEWS 7.9-mag. #earthquake hits Costa Rica, about 50 miles from town of Liberia; no immediate report of damage or injuries","13","1","0","140","24","2","1"
"RT @BandaArmandinho: Estou perplexo e abalado com o incêndio na boate Kiss. Meus sentimentos aos familiares.  Estou muito triste.","6","4","0","130","20","0","1"
"#Intern #US #TATTOO #Wisconsin #Ohio #NC #PA #Florida #Colorado #Iowa #Nevada #Virginia #NV #mlb Travel Destinations---&gt;http://t.co/TIHBJKF2","21","0","0","143","21","14","0"
"Fox News reports a 7.9 earthquake struck Costa Rica.","5","2","0","52","10","0","1"
"Stop crime against white people! We don't care about crime against Black, Asian, Indian, Coloured people! - #RedOctober","7","3","1","119","18","1","0"
"RT @ehtflags: Heat hampers efforts to fight Colorado fires: Air Force Academy officials were evacuating roughly one-third of h... http:/ ...","12","5","0","140","21","0","1"
"RT @CIMATCHILE: TERREMOTO : con magnitud de 7.5 con epicentro en la costa entre Chiapas y Guatemala. http://t.co/hPImPLUk","8","0","0","121","21","0","1"
"Bangladesh collapse toll passes 700: The death toll from the collapse of an eight-storey factory building near... http://t.co/jjD6O7DOav","9","1","0","136","22","0","1"
"RT @rupertgmorris: Helicopter crashes into busy bar in #glasgow #clutha http://t.co/w2vCJaN8Bd","9","1","0","94","14","2","1"
"[震源地] 茨城県北部  [最大震度] 震度1 (2012年9月15日 8時10分頃発生） - goo 天気:  http://t.co/eLBWjq2h #earthquake #地震","0","0","0","147","12","2","0"
"Per favore ragazzi, smettiamo di scrivere bischerate... oggi lasciamo spazio ai tweet di informazione! #Terremoto","6","5","1","113","15","1","1"
"Impressive interview on ABC radio this am by NSW Emergency Services Minister Michael Gallacher on the NSW bush fires. #bushfires #nswpol","15","1","0","136","21","2","1"
"Akhirnya, Jasad Bomber Boston Tamerlan Tsarnaev Diambil: 03/05/2013 06:31 Penyebab pasti kematian Tamerlan tak... http://t.co/qVugBpnIka","0","0","0","136","21","0","0"
"I do not agree that it feels like 96 #COFire #Denver #summertime http://t.co/BWGZlEfd","4","3","2","85","16","3","0"
"RT @CNNEE: El presidente de #Guatemala dice que hay alerta de tsunami, viviendas totalmente destruidas y evalúan posibles muertes","7","3","0","130","20","1","1"
"RT @cnnbrk: Photo obtained by CNN appears to show a weapon on the floor at #LAX . http://t.co/xuWPhFfeje http://t.co/KipB68PPJq","7","3","0","127","24","1","1"
"RT @NSWRFS: #Lithgow Fire: Major Fire Update http://t.co/KnaG275VXf Fire is impacting Morts Estate, Clarence and Dargan. #NSWRFS #nswfires","13","3","0","138","21","3","1"
"'Extreme fire danger' warning - An extreme fire danger warning is issued for the Sydney area. CNN's Robyn Curnow... http://t.co/Qk5YtFKsl2","12","2","0","138","23","0","1"
"http://t.co/gbedPo7S this made me laugh.  #RussianMeteor","1","2","1","56","9","1","0"
"New Music &gt;&gt;&gt; From @TonyDelfrescho on GIANNI VERSACE Jeans Couture Mixtape dropping soon!!! #RedOctober #BlessTheFresh","11","1","0","127","17","2","0"
"+166 injured per #texas #explosion at a fertilizer plant. Being treated as crime scene. #prayfortexas… http://t.co/msIOVUWF2L","11","3","0","127","19","3","1"
"The whole of Australia is on fire? Oh America. http://t.co/5uvmpsKb0H","4","1","0","69","13","0","1"
"Just chillin with @katiearledge little sister in Colorado springs haha","3","3","0","70","10","0","0"
"Gente, o temblor da Guatemala e México foi forte? Chegando agora","4","2","0","65","12","0","1"
"RT @byers_brian: Giving away 2 tix to Game 5 of the #WorldSeries all you have to do is RT to qualify. Go #Cardinals #RedOctober winner anno…","12","6","1","142","26","3","0"
"【 #earthquake EU】 Time 2012/9/18 1:08:22 UTC, Region:  CRETE, GREECE, ML 3.6, Depth 5km, http://t.co/nQZpGPlN #地震","15","0","0","121","22","2","0"
"Woke up to the smell of smoke in Denver this morning. Thoughts are with those affected by #HighParkFire","6","3","0","103","18","1","1"
"#LARA #FALCON Y #distritoCapital... nos queda poca mercancia DULCE VENENO de CARAMELOS DE CIANURO.. SI QUIERES LA... http://t.co/rt6ERXTZ","9","2","2","137","21","3","0"
"RT @phochemrd: @msnbc there is a firestorm in Colorado  springs. #waldocanyonfire are your covering this? @CNN is still several hours be ...","8","6","0","140","21","1","1"
"Schade en gewonden door aardbeving M=4.8 in Bogor, Java, Indonesië #earthquake #aardbeving #gempabumi http://t.co/2O8qWW02","11","2","0","123","19","3","0"
"Miren como quedo el piso en algunas partes de Costa Rica luego del terremoto de 7.6 http://t.co/7fTsPfU7","8","1","0","104","21","0","1"
"RT @CALACNN: “@glendacnn: Estamos en vivo con fuerte sismo en #CostaRica” // Tu tierra mi (cont) http://t.co/MO8uhKCZ","9","1","0","121","19","1","1"
"Nearly 1000 injured by meteor explosion in Russia – NDTV: Moscow: A Russian health official says nearly 1,000 people... http://t.co/eUstNBqb","8","2","0","142","23","0","1"
"... http://t.co/whF0Vi4jsQ #bangladesh #cyclone #CycloneMahasen #massevacuations #myanmar #refugeecamps #risk #unitednations #unrest","14","1","0","132","13","9","0"
"RT @DEATHxBLACKHOLE: My favorite thing ever. #RussianMeteor http://t.co/vARkHS8A","5","0","0","80","11","1","0"
"Terremoto 7.6 Costa Rica, TUPSA, 05/Set/2012: http://t.co/EJ152FaD vía @youtube","6","0","0","80","16","0","1"
"Media Silent About Beck, Jones Influence On LAX Shooter http://t.co/WRy4f7u18e via @sharethis","8","0","0","93","15","0","1"
"RT @earthquake_jp: 【気象庁速報】16日　01時09分頃　最大震度3の地震が発生。( http://t.co/a33235xJ ) 震度3：千葉県北東部他 #saigai #jishin #earthquake","0","0","0","182","14","3","0"
"“@fakeSGP This month is prolly the most interesting month the weatherman ever had in his carreer. #sghaze #sghail”","7","2","0","118","18","2","1"
"The impact expression has left a lasting impression. @placestolove Don't take the train in &amp; around Spain.","5","6","0","110","18","0","0"
"Entre mal estado de Plantas Josefa Camejo y Planta Centro sin Planta Tucacas #Falcon muy mal #sinluz http://t.co/Kt0AFg2O","11","0","0","121","21","2","0"
"RT @ChivasseraCampe: RT Si le vas a #México Fav si le vas a #CostaRica","8","0","2","71","15","2","0"
"Guatemala hunt for quake missing http://t.co/FLmS3eQC #Caribbean #LatAm","4","1","0","71","11","2","1"
"#temblorcr Fuerte sismo también se sintió en territorio nicaraguense","3","1","1","70","10","1","1"
"RT @anonimoconiglio: Se Stefano Venturi avesse fatto una battuta razzista anziché scherzare sul #terremoto sarebbe stato costretto a dim ...","5","5","0","141","19","1","0"
"Helicopter crash kills 6 US troops in Afghanistan http://t.co/aiWOXUIHn2","5","2","0","72","12","0","0"
"@sophielster: QUE! hubo un terremoto 7.6 en Costa Rica!?? http://t.co/5EZyEPgp / csm","5","1","0","84","15","0","1"
"RT @MUSAS_DCHAYANNE: ORACIONES P COSTA RICA ACABÓ D SUFRIR TERREMOTO D 7.9 GRADOS D INTENSIDAD.HAY ALERTA D TSUNAMI P MÉXICO, COL, ECUAD ...","19","0","0","142","25","0","1"
"Colorado I'll see you soon #colorado #heaven #sonicbloom #festyseason #mountains ??? http://t.co/2KlguV2G","10","2","2","114","15","5","0"
"RT @stateofsimpson: Sending my prayers to all the victims and everyone who has been affected at the horrible shooting at LAX. Stay safe eve…","9","5","0","142","24","0","1"
"@jolantheerb Horrible fires. Colorado Springs is being evacuated. #beechrt","5","3","0","74","9","1","1"
"RT @dost_pagasa: THUNDERSTORM ADVISORY No.9 #VPRSD  11:41PM (20OCT'13)  Expect thunderstorm over #Cebu (Balamaban, Toledo,... http://t.co/C…","9","2","0","142","21","2","0"
"I'm at Los Angeles International Airport (LAX) - @lax_official (Los Angeles, CA) w/ 175 others http://t.co/tz6yPuIMOv","10","1","1","117","19","0","0"
"Medo dessas imagens. Meteor Explosion Over Russia Injures Nearly 1,000 http://t.co/JhkAl6SB via @mashable","11","0","0","105","17","0","1"
"#Venezuela envió a #Guatemala 50 toneladas de alimentos http://t.co/idWu9T5B","6","1","0","77","12","2","0"
"KING D ROYALTY http://t.co/eXjB4V0rbx … #LA #LAX #OAKLAND #SF #BAYAREA #VEGAS #LOSANGELES #CALI #SEO #SMM #WP #OC #MUSIC #BLOGS #TURNUP 88","27","0","0","140","23","15","0"
"#Earthquake M 2.5, Southern California http://t.co/d3Cj9GLu","4","0","0","59","10","1","0"
"RT @la_patilla: Decretados tres días de duelo nacional por la tragedia en refinería de Amuay http://t.co/yPG22Rb2","6","3","0","115","21","0","1"
"RT @GuardianData: Every #meteor fall on earth (that we know about) mapped http://t.co/1hDNr7cO","4","3","1","94","16","1","1"
"RT @CenkNuro: http://t.co/aEQch1BmmC sünnet süsleme  #nswfires","0","0","0","64","11","1","0"
"RT @StoereVrouwen: Volop aandacht voor ingestortte #kledingfabriek #Bangladesh. Gaan we nu massaal #eerlijk winkelen? Op naar bewuste kledi…","9","3","1","142","18","3","0"
"Posibles fechas de #MägodeOz: 8 de Febrero en #Guatemala. 14 de Marzo en #Chile (mismo día que Turisas...). 23 de Marzo en #Argentina.","14","0","1","136","25","4","0"
"agente se coloca no lugar do familiar de #santamaria","3","1","1","52","9","1","1"
"BANGLADESH PROTESTAT ABCNews 6 Maj -&gt; http://t.co/jUrQdPsbcI  #BANGLADESH #PROTESTAT #ABCNews #ABCNews","12","0","0","105","14","4","0"
"Waking up and feeling sore, but hey, it's all worth it! ??? #lax #gauchos","2","2","2","82","14","2","0"
"RT @AndreaAristegui: SHOA publica alerta de tsunami para las costas de Chile tras terremoto en Costa Rica. http://t.co/MYzaVoz0","8","3","0","127","21","0","1"
"RT @regionepiemonte: #terremoto Emilia: un aiuto da Mude Piemonte - Modello Unico digitale per l’Edilizia http://t.co/IIjGggVv @RegioneE ...","9","1","0","142","20","1","0"
"Teridentifikasi, Korban Tewas Kedua di Boston Marathon: Korban tewas kedua, dari tiga korban tewas Boston Mara... http://t.co/HShndHrEWk","0","0","0","136","20","0","0"
"RT @Piccheee: IBN: What the protest over the 1971 War crimes trial in #Bangladesh is about http://t.co/nXMsckwhxT #Shahbag","12","1","0","122","21","2","0"
"Had a grt day I won an admin contest on fb my poor kitten is feeling a lil bit better And it rained Colorado needs tht With all the fires:/","8","6","2","139","30","0","0"
"Video: Dashcam video of one of the meteor strikes in Russia this morning. http://t.co/NnclTKfb","8","0","0","94","17","0","1"
"Well,his putting has been off RT @MelissaTweets: Why doesn't President Obama care about Hurricane Katrina? I mean the Colorado wild fires?","9","5","1","138","23","0","1"
"RT @theREALeticia: Boyboy, you can hashtag all your instagram photos today with #nofilter. #SGhaze","9","2","1","98","14","2","0"
"shout out to colorado, hope that fire goes out soon.","2","3","0","52","10","0","1"
"RT @adncolombia: Se descarta Tsunami en Colombia tras fuerte terremoto en Costa Rica.","6","2","1","85","13","0","1"
"@Nicaea1 praying for those who died in the earthquake in N Italy Requiescant in pace","6","2","0","84","15","0","1"
"RT @KRON4EKato: In my last report, I told you about a 4.5 magnitude #earthquake in Eureka. No injuries or damage reported. Struck @ 4:53am","8","3","2","138","25","1","0"
"#LatijnsAmerika - 8,3% van de latino's is ondervoed, zegt FAO. #Guatemala aan top met 30%. #Bolivia en #Paraguay volgen met rond 25%.","10","4","1","133","23","4","0"
"Dice @julio2j: : URGENTE// Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos (vía @CNNE)","11","3","0","137","23","1","1"
"@MilenaSchoeller: DP p/ atend. 55 84283162 @RdGaucha #SantaMaria #MCCE Click Donate a Tweet a day http://t.co/BWcV413u #DT @brazilnocorrupt","12","3","0","139","21","3","0"
"RT @Demisxy: #SometimesIWishThat I had the power to stop these tragic events. #PrayForTexas","6","2","1","91","13","2","1"
"Y  la tierra tembló ..... Terremoto en Costa Rica. Foto de hoy en Guanacaste. http://t.co/5Vp9OAQd","6","2","0","99","17","0","1"
"#colorado. Told you its #amazing http://t.co/6z0Qq7qe","2","1","1","53","9","2","0"
"The National Memo » LOL Of The Week: Texas Explosion Illuminates The Glaring Hypocrisy Of Rick Perry And Ted Cruz: http://t.co/l4ZjAez9OZ","13","0","0","138","23","0","1"
"RT @denverpost: ALERT: Some #WaldoCanyonFire evacuees allowed to return home beginning at 8 p.m. tonight: http://t.co/HKCf3fbF #cofire","9","2","0","134","21","2","1"
"RT @KAOSVENEZUELA: Atentos con esto: @NoticiasVenezue:#Amuay: QUEDAN 3.3 DÍAS DE GASOLINA DE ´95  PARA 10 LA DE (cont) http://t.co/OinABprF","5","1","2","141","25","0","0"
"l'aris anca fiache'... #terremoto #nonèunanovità","2","2","0","50","7","2","0"
"RT @martin_mcgee: Meteor shower footage, shat myself BOOM! http://t.co/Pc4Svy29  #russianmeteor","6","2","1","95","13","1","1"
"Bangladesh factory collapse: Why women endure danger to make clothes for the West: Almost one… http://t.co/2e39vPM2AF","7","2","0","119","19","0","1"
"RT @nbcwashington: #BREAKING: Suspect arrested in #LAX shooting is 23-year-old Paul Anthony Ciancia, a U.S. citizen: http://t.co/ea6UdVFrWu","11","3","0","139","23","2","1"
"RT @zishin3255: ■■緊急地震速報(第1報)■■ 千葉県北東部で地震　最大震度 4(推定) [詳細] 2012/09/14 2:22:10発生　M4.4 深さ10km #earthquake","0","0","0","172","14","1","0"
"Let's goooo! @Cardinals #redoctober","4","1","1","35","5","1","0"
"Featuring guest DJ from Indonesia! SMOKE OUT 2013 #sghaze #mustbethehaze #singapore #sg #sgag #sicktel http://t.co/UCXjzkr4wq","14","2","0","125","18","6","0"
"“Latest info: 36,930 acres, 18 structures damaged, 1 person missing. All stories and updates here: http://t.co/K0uRXxle #HighParkFire”","7","2","0","138","21","1","1"
"Helen Alfredson Sky Sports Golf , apparently joked as a helicopter passed overhead, that she hoped he was a better pilot than in Glasgow 1/2","8","4","2","140","25","0","0"
"RT @espinozajs: sismo de 7.9 FUE A 12.4 millas de profundidad #CostarICA","7","0","0","72","14","1","1"
"How many of you said RIP about the ppl in the helicopter crash?? So by that are you implying one life is more important than another???","5","4","2","135","26","0","1"
"RT @ToryBelleci: Shooters in #LAX That was f***ing terrifying!","3","2","0","62","10","1","1"
"The factory tragedy in #Bangladesh has inspired a larger debate on the morality of the economics of sweatshops.  http://t.co/XSfzMQp2S2","9","2","0","135","22","1","0"
"#breakingnews M 2.7, Puerto Rico region: September 18, 2012 09:42:20 GMT http://t.co/P5XXD4lV #Earthquake #fb","8","1","0","109","20","3","0"
"RT @ASNSW: NSW Paramedics are urging everyone to take precautions with smoke in the air #nswfires  http://t.co/PQxpiAEscF","11","3","0","121","20","1","1"
"Fin de la primera parte #ElTri le gana a #CostaRica por la minima en San Jose.","9","1","1","78","16","2","0"
"Celso Portiolli pegou a Bruna para ser a Rainha da Desgraça ? É isso mesmo #Produção ????? #DomingoLegal #SantaMaria","9","3","1","120","18","3","0"
"RT @MagdaSzubanski: Thoughts &amp; prayers with #nswfires victims and the fireys, ambos, police so bravely fighting fires. Praying things get b…","11","4","0","146","21","1","1"
"Larimer County Landscape Explorer updated with latest IR boundary.  http://t.co/Jx5umIdi #highparkfire","6","2","0","102","14","1","0"
"If only I could be in #PalmSprings this weekend for @DianaNyad #24hr #HurricaneSandy &amp; #BostonMarathon nonstop swim. I would dive in w/ you!","8","4","3","144","23","4","0"
"RT @dost_pagasa: THUNDERSTORM ADVISORY No.18 #VPRSD  6:00PM (16OCT'13)    Thunderstorm affecting over #Cebu (Alcoy, Boljoon,... http://t.co…","11","2","0","142","20","2","0"
"RT @cfbalseiro: Terremoto de 7,9 mar adentro en Costa Rica. Se activa la alerta por tsunami en la costa del Pacífico de América Central. ...","10","1","1","142","27","0","1"
"RT @SGAG_SG: Bought a packet of cashew nuts from NTUC, but I open the packet, they became hazelnuts -.- #sghaze","9","3","2","111","19","1","0"
"Terremoto de 7,9 grados sacude Costa Rica: alerta de tsunami - Terra Chile  http://t.co/blMH3RMk vía @TerraChile","8","2","0","113","20","0","1"
"Antarctic helicopter crash: survivors had luck on side http://t.co/kvtJ1D6Pzm via @smh","7","1","0","86","14","0","0"
"2009 BMW M6 Coupe, this car is sweet, check it out here  Pre-Owned-Inventory-BMW Winslow BMW Colorado Springs CO: http://t.co/xzaYsOwx","12","3","1","134","25","0","0"
"RT @JIMotaO: Señor pedimos tu paz para esta tierra,#Paraguana paz para mi ciudad, paz para la gente, paz para #Venezuela.","10","1","0","122","22","1","0"
"RT @msnbc: BREAKING: Reports of shots fired at LAX Airport, says senior government official. Stay with @msnbc for the latest.","9","4","0","125","20","0","1"
"#Earthquake Magnitude  ML 2.6Region  ALBANIADate time  2012-09-16   15:05:59.1 UTCLocation  41.19 N ; 19.99 EDep... http://t.co/koeOqPQi","8","0","0","144","25","1","0"
"#LAPD to hold first briefing in 30 minutes on #LAXShooting at 14:30EST/11:30PST.","2","2","0","80","15","2","1"
"#BREAKING: Bangladesh (AP) -- Bangladesh rescuers say they may have found survivor in rubble 17 days after building collapse.","9","5","1","125","18","1","1"
"CURRENT TEMP in Colorado Springs is 95 degrees. #WaldoCanyonFire","5","1","0","64","9","1","1"
"RT @FilthyGK: Meteor landed in Russia. Meteor didn't hit the earth, earth hit the meteor.","8","4","0","89","16","0","1"
"RT @tattooedzarry: apparently 70 people died because of an explosion oh my god #prayfortexas","6","1","0","92","14","1","1"
"Glenn Murphy @GAP @OldNavy @BananaRepublic no quiere firmar la Seguridad de trabajadores en #Bangladesh.  Actúa ya:  https://t.co/RCXXSYCtT8","9","3","0","141","21","1","0"
"Uau RT @FrancoRulos: @notisar1: EEUU Urgente Video explosion plante fertilizantes en Waco Texas ver http://t.co/3HFV3iabR5// que fuerte!!!","11","1","0","138","20","0","0"
"Mangsa terakhir runtuhan Plaza Rana terkorban http://t.co/axVBB2TVsQ","0","0","0","68","10","0","0"
"RT@irinavoronina: Happy #FriskyFriday http://t.co/So7fKQgX / No kidding  ‏@Playboy? She IS russian, #Embush_Marketing #Rusia #метеорит","7","3","1","144","16","4","0"
"RT @TomHateley6: Just seen the helicopter crash at Clutha Pub in Glasgow ... My thoughts are with everyone ??","10","2","0","115","17","0","1"
"RT @zishin3255: ■■緊急地震速報(最終報)■■ 十勝沖で地震　最大震度 1(推定) [詳細] 2012/09/12 12:20:04発生　M3.9 深さ10km #earthquake","0","0","0","166","13","1","0"
"#RussianMeteor http://t.co/d68murg8 Anybody determine if this kind of really works?","3","3","0","83","13","1","0"
"RT @MatSegNY: @ChannelNewsAsia  @STcom   #BlueSkies #SGHaze   Looks like Singapore is haze free! Can those masks! http://t.co/R3Ye665l9x","9","3","0","136","19","2","1"
"Patriotism is that word which has no value in Politicsism ... iii-specially in #Bangladesh and most extremely to #Democracy ভাওতাবাজী","7","2","0","151","19","2","0"
"BREAKING: #Bangladesh rescuers say they have found a survivor in #garment factory rubble, 17 days after collapse | http://t.co/HJhpfRXQfo","11","4","1","137","21","2","1"
"@Dstroypowergrid...#NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO #CIA-N-#CIA #NWO...#LAX http://t.co/la3MUCdqIc","22","0","0","138","27","10","0"
"@Feb28info: Al Jazeera English: Death row Jamaat leader only 17 in 1971  #Bangladesh #BanglaSpring  http://t.co/HCucex3aqn","12","0","0","122","18","2","0"
"Ya empezó @Nacion_ESPN vamos a ver que dicen del #CostaRica vs #Mexico","5","2","1","71","12","2","0"
"Six US soldiers killed in Afghan helicopter crash http://t.co/AhUUGrWSPJ  via","5","1","0","77","13","0","0"
"RT @24HorasTVN: Refleja el dolor del pueblo - FOTO se convierte en ícono de trágico derrumbe de #Bangladesh: http://t.co/HF4yDrNs3H","9","2","1","133","22","1","0"
"#breaking #focus on #banglaSpring #Bangladesh LIVE http://t.co/kzgu9DGhpJ @BreakingNews @TheEconomist @mailonline @JamalsNews","7","3","0","125","14","4","0"
"RT @DiarioLaPrensa: La alerta de tsunami continúa para Costa Rica, Panamá, Nicaragua http://t.co/ER6KoLkP #temblorcr","9","2","0","118","18","1","1"
"@CNNEE: Cancelan alerta d tsunami activada de #Centroamérica a #Brasil tras fuerte sismo de 7,6 q sacudió #CostaRica: http://t.co/d67FhANJ","9","2","1","140","24","3","1"
"BBC News - Glasgow helicopter crash: Response 'courage' praised http://t.co/b5JKnNq3De","7","1","0","86","12","0","1"
"@EarthquakeTest update your #earthquake s more","1","2","0","46","6","1","0"
"http://t.co/TZsAeQy7  #RussianMeteor A person must see this.  Can't quit laughing.","2","5","0","82","14","1","0"
"@GMInsideNews @Holden We need that truck here! #Colorado #GMchat","2","3","1","64","9","2","0"
"http://t.co/bzZ1s8Of Costa Rica Earthquake, Living Social, Andy Roddick, ...: Costa Rica Eart...  This is Google Trend","12","2","0","118","18","0","1"
